实现,规模,模数,线程数,平均时间(秒),标准差,最小时间,最大时间,结果验证
ntt_crt_arbitrary_openmp,10000,1000000000000000000,1,0.083713,0.000137,0.083613,0.083907,PASS
ntt_crt_arbitrary_openmp,10000,1000000000000000000,2,0.066119,0.001713,0.063725,0.067634,PASS
ntt_crt_arbitrary_openmp,10000,1000000000000000000,4,0.063843,0.000465,0.063273,0.064411,PASS
ntt_crt_arbitrary_openmp,10000,1000000000000000000,8,0.064215,0.001239,0.062938,0.065893,PASS
ntt_serial,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,10000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,10000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,10000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,10000,5000000000000000000,1,0.083337,0.000682,0.082567,0.084226,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,1,0.064936,0.000363,0.064535,0.065414,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,2,0.062305,0.000323,0.061947,0.062730,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,4,0.061744,0.000186,0.061572,0.062002,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,8,0.061022,0.000952,0.060059,0.062318,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,1,0.103352,0.027654,0.083735,0.142460,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,2,0.063874,0.000441,0.063463,0.064485,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,4,0.063831,0.000495,0.063475,0.064531,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,8,0.064313,0.000876,0.063083,0.065060,PASS
ntt_serial,100000,7340033,1,0.213388,0.000336,0.212938,0.213747,PASS_REF_SELF_SKIP
ntt_pthread,100000,7340033,1,0.220919,0.002971,0.218248,0.225063,PASS
ntt_pthread,100000,7340033,2,0.148481,0.003388,0.144467,0.152754,PASS
ntt_pthread,100000,7340033,4,0.113664,0.000624,0.112834,0.114337,PASS
ntt_pthread,100000,7340033,8,0.115896,0.001658,0.114714,0.118241,PASS
ntt_pthread_optimized,100000,7340033,1,0.216174,0.001237,0.215280,0.217923,PASS
ntt_pthread_optimized,100000,7340033,2,0.146353,0.001095,0.144818,0.147294,PASS
ntt_pthread_optimized,100000,7340033,4,0.109947,0.001135,0.108438,0.111176,PASS
ntt_pthread_optimized,100000,7340033,8,0.106193,0.002247,0.103459,0.108963,PASS
ntt_openmp,100000,7340033,1,0.212027,0.000789,0.211322,0.213128,PASS
ntt_openmp,100000,7340033,2,0.142978,0.000302,0.142753,0.143404,PASS
ntt_openmp,100000,7340033,4,0.105191,0.001045,0.104173,0.106628,PASS
ntt_openmp,100000,7340033,8,0.088480,0.000655,0.087745,0.089335,PASS
ntt_crt_arbitrary_serial,100000,7340033,1,0.758235,0.002379,0.755833,0.761477,PASS
ntt_crt_arbitrary_pthread,100000,7340033,1,0.382388,0.003147,0.379939,0.386831,PASS
ntt_crt_arbitrary_pthread,100000,7340033,2,0.315843,0.003011,0.311596,0.318230,PASS
ntt_crt_arbitrary_pthread,100000,7340033,4,0.285137,0.003934,0.281332,0.290555,PASS
ntt_crt_arbitrary_pthread,100000,7340033,8,0.282259,0.002868,0.280162,0.286314,PASS
ntt_crt_arbitrary_openmp,100000,7340033,1,0.761564,0.003492,0.758649,0.766473,PASS
ntt_crt_arbitrary_openmp,100000,7340033,2,0.533357,0.012120,0.516319,0.543497,PASS
ntt_crt_arbitrary_openmp,100000,7340033,4,0.310650,0.002050,0.308051,0.313063,PASS
ntt_crt_arbitrary_openmp,100000,7340033,8,0.287134,0.000481,0.286538,0.287716,PASS
ntt_serial,100000,104857601,1,0.218107,0.001267,0.216882,0.219851,PASS_REF_SELF_SKIP
ntt_pthread,100000,104857601,1,0.233924,0.001920,0.231209,0.235308,PASS
ntt_pthread,100000,104857601,2,0.165794,0.003310,0.161985,0.170055,PASS
ntt_pthread,100000,104857601,4,0.179047,0.069165,0.124598,0.276643,PASS
ntt_pthread,100000,104857601,8,0.162166,0.041760,0.129924,0.221138,PASS
ntt_pthread_optimized,100000,104857601,1,0.226661,0.002937,0.224047,0.230764,PASS
ntt_pthread_optimized,100000,104857601,2,0.154100,0.002532,0.151707,0.157603,PASS
ntt_pthread_optimized,100000,104857601,4,0.125252,0.005103,0.119750,0.132048,PASS
ntt_pthread_optimized,100000,104857601,8,0.132367,0.020117,0.117471,0.160805,PASS
ntt_openmp,100000,104857601,1,0.214465,0.000613,0.213627,0.215077,PASS
ntt_openmp,100000,104857601,2,0.143456,0.003787,0.138144,0.146704,PASS
ntt_openmp,100000,104857601,4,0.108295,0.001851,0.106467,0.110832,PASS
ntt_openmp,100000,104857601,8,0.134837,0.001189,0.133209,0.136014,PASS
ntt_crt_arbitrary_serial,100000,104857601,1,0.748402,0.001925,0.745702,0.750053,PASS
ntt_crt_arbitrary_pthread,100000,104857601,1,0.383504,0.002015,0.381417,0.386227,PASS
ntt_crt_arbitrary_pthread,100000,104857601,2,0.314521,0.001439,0.313233,0.316529,PASS
ntt_crt_arbitrary_pthread,100000,104857601,4,0.288003,0.008388,0.281552,0.299850,PASS
ntt_crt_arbitrary_pthread,100000,104857601,8,0.286272,0.004144,0.283009,0.292119,PASS
ntt_crt_arbitrary_openmp,100000,104857601,1,0.767671,0.007180,0.757518,0.772818,PASS
ntt_crt_arbitrary_openmp,100000,104857601,2,0.517212,0.014243,0.506456,0.537339,PASS
ntt_crt_arbitrary_openmp,100000,104857601,4,0.301653,0.003517,0.296760,0.304877,PASS
ntt_crt_arbitrary_openmp,100000,104857601,8,0.290632,0.002085,0.288280,0.293349,PASS
ntt_serial,100000,469762049,1,0.218987,0.000471,0.218343,0.219457,PASS_REF_SELF_SKIP
ntt_pthread,100000,469762049,1,0.230429,0.006283,0.224301,0.239066,PASS
ntt_pthread,100000,469762049,2,0.165364,0.011856,0.155514,0.182040,PASS
ntt_pthread,100000,469762049,4,0.117638,0.002445,0.114233,0.119865,PASS
ntt_pthread,100000,469762049,8,0.124355,0.002073,0.122565,0.127261,PASS
ntt_pthread_optimized,100000,469762049,1,0.222780,0.001307,0.221398,0.224535,PASS
ntt_pthread_optimized,100000,469762049,2,0.145389,0.001662,0.143544,0.147572,PASS
ntt_pthread_optimized,100000,469762049,4,0.112536,0.001601,0.110282,0.113856,PASS
ntt_pthread_optimized,100000,469762049,8,0.116086,0.005114,0.111697,0.123259,PASS
ntt_openmp,100000,469762049,1,0.216213,0.000147,0.216050,0.216406,PASS
ntt_openmp,100000,469762049,2,0.139225,0.000897,0.138221,0.140398,PASS
ntt_openmp,100000,469762049,4,0.106758,0.001351,0.105208,0.108500,PASS
ntt_openmp,100000,469762049,8,0.136466,0.004204,0.132480,0.142279,PASS
ntt_crt_arbitrary_serial,100000,469762049,1,0.742774,0.002117,0.739790,0.744476,PASS
ntt_crt_arbitrary_pthread,100000,469762049,1,0.389853,0.007707,0.379374,0.397690,PASS
ntt_crt_arbitrary_pthread,100000,469762049,2,0.313031,0.000946,0.312195,0.314354,PASS
ntt_crt_arbitrary_pthread,100000,469762049,4,0.278253,0.001076,0.277079,0.279679,PASS
ntt_crt_arbitrary_pthread,100000,469762049,8,0.282668,0.002543,0.280061,0.286118,PASS
ntt_crt_arbitrary_openmp,100000,469762049,1,0.763211,0.003791,0.758461,0.767740,PASS
ntt_crt_arbitrary_openmp,100000,469762049,2,0.522686,0.011842,0.513653,0.539416,PASS
ntt_crt_arbitrary_openmp,100000,469762049,4,0.292777,0.002469,0.290898,0.296265,PASS
ntt_crt_arbitrary_openmp,100000,469762049,8,0.280448,0.004789,0.275882,0.287063,PASS
ntt_serial,100000,1337006139375617,1,0.236633,0.002298,0.233940,0.239554,PASS_REF_SELF_SKIP
ntt_pthread,100000,1337006139375617,1,0.246613,0.006808,0.237139,0.252834,PASS
ntt_pthread,100000,1337006139375617,2,0.168132,0.001997,0.165365,0.170004,PASS
ntt_pthread,100000,1337006139375617,4,0.126082,0.001366,0.124416,0.127763,PASS
ntt_pthread,100000,1337006139375617,8,0.129718,0.001048,0.128293,0.130785,PASS
ntt_pthread_optimized,100000,1337006139375617,1,0.243062,0.002876,0.239191,0.246079,PASS
ntt_pthread_optimized,100000,1337006139375617,2,0.163836,0.001088,0.162314,0.164788,PASS
ntt_pthread_optimized,100000,1337006139375617,4,0.119688,0.001435,0.118486,0.121706,PASS
ntt_pthread_optimized,100000,1337006139375617,8,0.121791,0.003097,0.117517,0.124755,PASS
ntt_openmp,100000,1337006139375617,1,0.232227,0.000094,0.232114,0.232343,PASS
ntt_openmp,100000,1337006139375617,2,0.149496,0.002562,0.147352,0.153097,PASS
ntt_openmp,100000,1337006139375617,4,0.111856,0.000607,0.111209,0.112669,PASS
ntt_openmp,100000,1337006139375617,8,0.137969,0.001223,0.136815,0.139661,PASS
ntt_crt_arbitrary_serial,100000,1337006139375617,1,0.750552,0.001660,0.748651,0.752696,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,1,0.384168,0.001581,0.382799,0.386384,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,2,0.321429,0.000859,0.320220,0.322131,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,4,0.286392,0.001502,0.284568,0.288246,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,8,0.282247,0.001373,0.281127,0.284180,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,1,0.789583,0.030621,0.759774,0.831692,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,2,0.519740,0.006721,0.513703,0.529117,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,4,0.296792,0.003357,0.292361,0.300485,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,8,0.280255,0.002237,0.278659,0.283418,PASS
ntt_serial,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,100000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,100000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,100000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,100000,100000000000000000,1,0.515319,0.003253,0.511125,0.519054,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,1,0.324001,0.001136,0.322402,0.324937,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,2,0.305299,0.002468,0.302082,0.308081,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,4,0.291131,0.002275,0.288211,0.293762,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,8,0.294807,0.001649,0.293177,0.297066,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,1,0.526080,0.001676,0.524049,0.528153,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,2,0.339853,0.002712,0.336020,0.341882,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,4,0.324236,0.003799,0.318864,0.326931,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,8,0.305934,0.001791,0.303753,0.308140,PASS
ntt_serial,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,1000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,1000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,1000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,100000,1000000000000000000,1,0.507703,0.000622,0.506932,0.508455,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,1,0.321936,0.005884,0.314164,0.328398,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,2,0.298890,0.000866,0.298149,0.300105,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,4,0.288977,0.000391,0.288438,0.289352,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,8,0.291442,0.002743,0.288956,0.295264,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,1,0.527196,0.002570,0.523977,0.530267,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,2,0.341976,0.000608,0.341413,0.342820,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,4,0.317512,0.004803,0.311398,0.323132,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,8,0.316159,0.006959,0.310604,0.325972,PASS
ntt_serial,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,100000,5000000000000000000,1,0.511740,0.002958,0.509454,0.515917,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,1,0.321091,0.001809,0.319360,0.323588,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,2,0.302571,0.001446,0.300526,0.303602,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,4,0.293449,0.002326,0.290168,0.295291,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,8,0.288294,0.002791,0.285146,0.291931,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,1,0.517824,0.002593,0.514181,0.520008,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,2,0.319312,0.005185,0.313187,0.325865,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,4,0.323446,0.004004,0.317948,0.327367,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,8,0.310066,0.001378,0.308700,0.311953,PASS
