实现,规模,模数,线程数,平均时间(秒),标准差,最小时间,最大时间,结果验证
ntt_crt_arbitrary_openmp,10000,1000000000000000000,2,0.088538,0.019495,0.061496,0.106710,PASS
ntt_crt_arbitrary_openmp,10000,1000000000000000000,4,0.073444,0.001489,0.071555,0.075195,PASS
ntt_crt_arbitrary_openmp,10000,1000000000000000000,8,0.088807,0.010093,0.076399,0.101122,PASS
ntt_serial,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,10000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,10000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,10000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,10000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,10000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,10000,5000000000000000000,1,0.057938,0.012625,0.048076,0.075758,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,1,0.091409,0.004975,0.084583,0.096298,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,2,0.088129,0.011879,0.076091,0.104295,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,4,0.107865,0.056888,0.055082,0.186838,PASS
ntt_crt_arbitrary_pthread,10000,5000000000000000000,8,0.072149,0.004430,0.065921,0.075854,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,1,0.072784,0.016814,0.059143,0.096471,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,2,0.065786,0.006354,0.060444,0.074714,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,4,0.048884,0.009947,0.038948,0.062476,PASS
ntt_crt_arbitrary_openmp,10000,5000000000000000000,8,0.068569,0.012141,0.057457,0.085461,PASS
ntt_serial,100000,7340033,1,0.187633,0.049950,0.143796,0.257523,PASS_REF_SELF_SKIP
ntt_pthread,100000,7340033,1,0.286674,0.022314,0.255468,0.306338,PASS
ntt_pthread,100000,7340033,2,0.170801,0.039083,0.121800,0.217446,PASS
ntt_pthread,100000,7340033,4,0.142922,0.005843,0.138533,0.151180,PASS
ntt_pthread,100000,7340033,8,0.147027,0.018132,0.127375,0.171119,PASS
ntt_pthread_optimized,100000,7340033,1,0.293266,0.046719,0.227905,0.334312,PASS
ntt_pthread_optimized,100000,7340033,2,0.156431,0.024843,0.121360,0.175775,PASS
ntt_pthread_optimized,100000,7340033,4,0.121890,0.007030,0.112163,0.128536,PASS
ntt_pthread_optimized,100000,7340033,8,0.194284,0.011009,0.182319,0.208894,PASS
ntt_openmp,100000,7340033,1,0.237101,0.031669,0.199120,0.276645,PASS
ntt_openmp,100000,7340033,2,0.187698,0.098620,0.094599,0.324183,PASS
ntt_openmp,100000,7340033,4,0.147998,0.022013,0.118374,0.171095,PASS
ntt_openmp,100000,7340033,8,0.148760,0.010827,0.135252,0.161759,PASS
ntt_crt_arbitrary_serial,100000,7340033,1,0.436350,0.020189,0.411906,0.461349,PASS
ntt_crt_arbitrary_pthread,100000,7340033,1,0.297949,0.007733,0.288359,0.307296,PASS
ntt_crt_arbitrary_pthread,100000,7340033,2,0.245324,0.015898,0.230549,0.267388,PASS
ntt_crt_arbitrary_pthread,100000,7340033,4,0.224795,0.040422,0.172575,0.271048,PASS
ntt_crt_arbitrary_pthread,100000,7340033,8,0.205381,0.028039,0.170670,0.239339,PASS
ntt_crt_arbitrary_openmp,100000,7340033,1,0.437851,0.025018,0.411017,0.471239,PASS
ntt_crt_arbitrary_openmp,100000,7340033,2,0.382376,0.041035,0.324420,0.413938,PASS
ntt_crt_arbitrary_openmp,100000,7340033,4,0.234776,0.047647,0.173330,0.289450,PASS
ntt_crt_arbitrary_openmp,100000,7340033,8,0.273901,0.036742,0.230083,0.319995,PASS
ntt_serial,100000,104857601,1,0.270151,0.040184,0.226334,0.323399,PASS_REF_SELF_SKIP
ntt_pthread,100000,104857601,1,0.245604,0.049531,0.189173,0.309759,PASS
ntt_pthread,100000,104857601,2,0.197277,0.020713,0.171842,0.222577,PASS
ntt_pthread,100000,104857601,4,0.195207,0.014255,0.177080,0.211909,PASS
ntt_pthread,100000,104857601,8,0.200394,0.012672,0.190907,0.218304,PASS
ntt_pthread_optimized,100000,104857601,1,0.265114,0.051661,0.226477,0.338132,PASS
ntt_pthread_optimized,100000,104857601,2,0.186131,0.018360,0.169396,0.211691,PASS
ntt_pthread_optimized,100000,104857601,4,0.109974,0.012142,0.098270,0.126707,PASS
ntt_pthread_optimized,100000,104857601,8,0.143785,0.013301,0.125037,0.154481,PASS
ntt_openmp,100000,104857601,1,0.212698,0.036912,0.160832,0.243753,PASS
ntt_openmp,100000,104857601,2,0.152777,0.022437,0.124349,0.179197,PASS
ntt_openmp,100000,104857601,4,0.151969,0.007356,0.141892,0.159246,PASS
ntt_openmp,100000,104857601,8,0.189077,0.031814,0.145691,0.221087,PASS
ntt_crt_arbitrary_serial,100000,104857601,1,0.566110,0.067998,0.473659,0.635255,PASS
ntt_crt_arbitrary_pthread,100000,104857601,1,0.273086,0.015153,0.258601,0.294006,PASS
ntt_crt_arbitrary_pthread,100000,104857601,2,0.250824,0.009011,0.244280,0.263566,PASS
ntt_crt_arbitrary_pthread,100000,104857601,4,0.208414,0.007401,0.197967,0.214202,PASS
ntt_crt_arbitrary_pthread,100000,104857601,8,0.215015,0.018299,0.193143,0.237929,PASS
ntt_crt_arbitrary_openmp,100000,104857601,1,0.453624,0.008034,0.443394,0.463020,PASS
ntt_crt_arbitrary_openmp,100000,104857601,2,0.317732,0.004856,0.311932,0.323816,PASS
ntt_crt_arbitrary_openmp,100000,104857601,4,0.228597,0.014151,0.214446,0.242748,PASS
ntt_crt_arbitrary_openmp,100000,104857601,8,0.215907,0.009628,0.202398,0.224143,PASS
ntt_serial,100000,469762049,1,0.206184,0.035130,0.156514,0.231929,PASS_REF_SELF_SKIP
ntt_pthread,100000,469762049,1,0.305071,0.011335,0.293736,0.316407,PASS
ntt_pthread,100000,469762049,2,0.195260,0.010418,0.187380,0.209981,PASS
ntt_pthread,100000,469762049,4,0.226612,0.036075,0.185841,0.273556,PASS
ntt_pthread,100000,469762049,8,0.177078,0.038259,0.123180,0.208140,PASS
ntt_pthread_optimized,100000,469762049,1,0.251068,0.029035,0.221846,0.290661,PASS
ntt_pthread_optimized,100000,469762049,2,0.204663,0.017129,0.183359,0.225301,PASS
ntt_pthread_optimized,100000,469762049,4,0.150003,0.043343,0.116829,0.211228,PASS
ntt_pthread_optimized,100000,469762049,8,0.191397,0.022685,0.160819,0.215091,PASS
ntt_openmp,100000,469762049,1,0.194988,0.025146,0.174609,0.230416,PASS
ntt_openmp,100000,469762049,2,0.139619,0.005587,0.133757,0.147138,PASS
ntt_openmp,100000,469762049,4,0.151385,0.020106,0.129292,0.177934,PASS
ntt_openmp,100000,469762049,8,0.180707,0.016519,0.159106,0.199212,PASS
ntt_crt_arbitrary_serial,100000,469762049,1,0.512986,0.060162,0.434227,0.580240,PASS
ntt_crt_arbitrary_pthread,100000,469762049,1,0.291754,0.005076,0.284579,0.295532,PASS
ntt_crt_arbitrary_pthread,100000,469762049,2,0.258949,0.040984,0.206790,0.306918,PASS
ntt_crt_arbitrary_pthread,100000,469762049,4,0.253113,0.038547,0.198614,0.281435,PASS
ntt_crt_arbitrary_pthread,100000,469762049,8,0.251977,0.038237,0.217374,0.305265,PASS
ntt_crt_arbitrary_openmp,100000,469762049,1,0.491475,0.035565,0.448504,0.535598,PASS
ntt_crt_arbitrary_openmp,100000,469762049,2,0.341527,0.010101,0.330657,0.354988,PASS
ntt_crt_arbitrary_openmp,100000,469762049,4,0.229435,0.035970,0.195920,0.279334,PASS
ntt_crt_arbitrary_openmp,100000,469762049,8,0.203556,0.011386,0.187454,0.211626,PASS
ntt_serial,100000,1337006139375617,1,0.147985,0.007062,0.138010,0.153395,PASS_REF_SELF_SKIP
ntt_pthread,100000,1337006139375617,1,0.176428,0.015789,0.155435,0.193514,PASS
ntt_pthread,100000,1337006139375617,2,0.214365,0.017776,0.198939,0.239268,PASS
ntt_pthread,100000,1337006139375617,4,0.201160,0.012653,0.189100,0.218638,PASS
ntt_pthread,100000,1337006139375617,8,0.201488,0.023774,0.177665,0.233946,PASS
ntt_pthread_optimized,100000,1337006139375617,1,0.266849,0.019858,0.248154,0.294345,PASS
ntt_pthread_optimized,100000,1337006139375617,2,0.206141,0.008736,0.195451,0.216850,PASS
ntt_pthread_optimized,100000,1337006139375617,4,0.188184,0.011406,0.176777,0.199590,PASS
ntt_pthread_optimized,100000,1337006139375617,8,0.191976,0.028508,0.159662,0.229011,PASS
ntt_openmp,100000,1337006139375617,1,0.224835,0.037453,0.186152,0.275510,PASS
ntt_openmp,100000,1337006139375617,2,0.213453,0.003734,0.210429,0.218714,PASS
ntt_openmp,100000,1337006139375617,4,0.178514,0.006030,0.170124,0.184029,PASS
ntt_openmp,100000,1337006139375617,8,0.205270,0.018557,0.179037,0.219046,PASS
ntt_crt_arbitrary_serial,100000,1337006139375617,1,0.558164,0.034232,0.525436,0.605422,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,1,0.323550,0.035648,0.289210,0.372685,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,2,0.240091,0.025890,0.211236,0.274037,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,4,0.248558,0.034474,0.199929,0.275898,PASS
ntt_crt_arbitrary_pthread,100000,1337006139375617,8,0.228932,0.018218,0.205828,0.250358,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,1,0.476874,0.032423,0.431200,0.503213,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,2,0.322664,0.017919,0.309877,0.348005,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,4,0.237153,0.043734,0.182905,0.290003,PASS
ntt_crt_arbitrary_openmp,100000,1337006139375617,8,0.300263,0.034577,0.264086,0.346843,PASS
ntt_serial,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,100000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,100000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,100000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,100000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,100000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,100000,100000000000000000,1,0.363891,0.022129,0.346853,0.395144,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,1,0.251391,0.007675,0.240754,0.258581,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,2,0.229556,0.014145,0.210085,0.243265,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,4,0.220571,0.023361,0.188572,0.243686,PASS
ntt_crt_arbitrary_pthread,100000,100000000000000000,8,0.224444,0.012870,0.209414,0.240850,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,1,0.376358,0.026796,0.349562,0.403154,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,2,0.235073,0.022058,0.203908,0.251839,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,4,0.237265,0.008208,0.228595,0.248284,PASS
ntt_crt_arbitrary_openmp,100000,100000000000000000,8,0.285425,0.013398,0.273177,0.304070,PASS
ntt_serial,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,1000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,1000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,1000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,1000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,1000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,100000,1000000000000000000,1,0.293603,0.026252,0.261595,0.325898,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,1,0.249285,0.002166,0.247617,0.252345,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,2,0.240092,0.027275,0.205697,0.272409,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,4,0.241193,0.009841,0.231641,0.254735,PASS
ntt_crt_arbitrary_pthread,100000,1000000000000000000,8,0.245483,0.023296,0.224718,0.278017,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,1,0.360196,0.030001,0.335525,0.402424,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,2,0.262392,0.020372,0.237024,0.286903,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,4,0.262838,0.014726,0.246506,0.282195,PASS
ntt_crt_arbitrary_openmp,100000,1000000000000000000,8,0.265777,0.019735,0.244730,0.292175,PASS
ntt_serial,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_TIMING_NO_VALID_RUNS
ntt_pthread,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread,100000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_pthread_optimized,100000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,1,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,2,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,4,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_openmp,100000,5000000000000000000,8,N/A,N/A,N/A,N/A,FAIL_EXECUTION
ntt_crt_arbitrary_serial,100000,5000000000000000000,1,0.388646,0.031667,0.344819,0.418533,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,1,0.241658,0.023762,0.211671,0.269787,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,2,0.237755,0.026425,0.205014,0.269727,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,4,0.271493,0.049475,0.221278,0.338797,PASS
ntt_crt_arbitrary_pthread,100000,5000000000000000000,8,0.211042,0.026459,0.177331,0.241962,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,1,0.389032,0.021815,0.358442,0.407798,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,2,0.265361,0.019712,0.248787,0.293059,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,4,0.217759,0.012386,0.207386,0.235169,PASS
ntt_crt_arbitrary_openmp,100000,5000000000000000000,8,0.246356,0.007756,0.237613,0.256464,PASS
